CSV Report,LLM_UV_05.csv
Worksheet Type,Scan

METHOD
X mode,nm
Y mode,Abs
Collect mode,Scan
Scan range start (nm),800.00
Scan range stop (nm),200.00
Data Interval (nm),1.00
Scan rate (nm/min),3000
Averaging Time (s),.02
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Baseline,Off
Experiment Zones,1
Experimental temperature (°C),25°C


SAMPLES
Name,Sample 1,,Sample 2,,Sample 3,
,434,0.00252283419827762,434,-0.023126351387861,434,-0.000934564394288209
,433,0.00289271391869156,433,-0.0230928726425446,433,-0.000898400435263058
,432,0.00342996496297063,432,-0.0230577711865829,432,-0.000829783961856973
,431,0.00394585984612828,431,-0.0231403900936769,431,-0.000823479796300637
,430,0.00447458205647888,430,-0.0230426987817122,430,-0.000833814445978184
,429,0.0048716512709087,429,-0.0231288548266902,429,-0.000821877903586798
,428,0.00554804070356621,428,-0.023176073852037,428,-0.000760536469866771
,427,0.00609667419311303,427,-0.0231975219631096,427,-0.000747615939429408
,426,0.00675283761331922,426,-0.0232530759892212,426,-0.000742085834932384
,425,0.00749976702813757,425,-0.0231901600306451,425,-0.000657316542680842
,424,0.00816997786757401,424,-0.0232236312774333,424,-0.000745186836780574
,423,0.00914104420134636,423,-0.0232155336316994,423,-0.000630435019164651
,422,0.0101444665505561,422,-0.0232216682256653,422,-0.000644548026476165
,421,0.0112751118550172,421,-0.0232559712780792,421,-0.000671738828117778
,420,0.0125883537750678,420,-0.0232465001767229,420,-0.000651475122339208
,419,0.0139734737696183,419,-0.0232998399032588,419,-0.000617769109293775
,418,0.015680694405795,418,-0.0233137748702296,418,-0.000672669281699638
,417,0.0177683624325049,417,-0.0231920741450913,417,-0.000529511066706369
,416,0.0200373778236998,416,-0.0232535176447014,416,-0.000479040294122286
,415,0.0226957099733653,415,-0.0233123028877973,415,-0.000411909215023956
,414,0.0254590372854655,414,-0.0233152959135018,414,-0.000481729458624406
,413,0.0287196482329899,413,-0.0233147561890795,413,-0.000350716764932946
,412,0.0322822485881646,412,-0.0234003186670172,412,-0.000356924337947751
,411,0.0362150628886989,411,-0.0233464515955049,411,-0.000281082407745454
,410,0.0403074398823258,410,-0.0233683328328774,410,-0.000235394962299775
,409,0.0448622818829198,409,-0.0234225405667342,409,-0.000152131073326253
,408,0.0497931505075938,408,-0.0234638908767338,408,-7.86344524558379E-05
,407,0.0550980035213169,407,-0.0234481948999943,407,4.55358054106552E-05
,406,0.0606462979778548,406,-0.0234826272062122,406,4.13418590782709E-05
,405,0.066511183373348,405,-0.0234848833588986,405,2.91226907871848E-05
,404,0.0729559881070966,404,-0.0235355456140486,404,7.70952561700754E-05
,403,0.0798361264772914,403,-0.0235770322752731,403,8.29724539572709E-05
,402,0.0872967524228716,402,-0.0236621508885421,402,0.000152521018376784
,401,0.0956212785150408,401,-0.0236563657047602,401,0.000250182272836632
,400,0.104868679014174,400,-0.0237481841453656,400,0.000188464850259186
,399,0.114979843114735,399,-0.0237724468546428,399,0.000329446212713668
,398,0.126247672435845,398,-0.0238083727810337,398,0.000248783627318069
,397,0.139017415098473,397,-0.0237419589489254,397,0.000317633414162037
,396,0.152913197405108,396,-0.0237817594537749,396,0.000381079167200207
,395,0.167642656288887,395,-0.0238165573990837,395,0.000390406396614986
,394,0.184359332906844,394,-0.0237862686405471,394,0.000347295546380936
,393,0.204454889806044,393,-0.0237863176531896,393,0.00045476973983555
,392,0.223627846868296,392,-0.0238697781586161,392,0.000428701954747231
,391,0.243993015198233,391,-0.0238333182313243,391,0.000482627203839317
,390,0.268777799539037,390,-0.0238720813039256,390,0.000520127467712798
,389,0.294787631087639,389,-0.0240464478365888,389,0.000520205218686478
,388,0.321573915708581,388,-0.0239810502190199,388,0.000748308737567036
,387,0.350026432998909,387,-0.0241221694033558,387,0.000622045025851455
,386,0.379992498250067,386,-0.0241702109773688,386,0.000696450614927851
,385,0.411181871957398,385,-0.0241181044799524,385,0.000799861848842653
,384,0.444188802206005,384,-0.0241554219866128,384,0.000834925610096512
,383,0.480269226032865,383,-0.0243928174798715,383,0.000730650351533248
,382,0.520940533279398,382,-0.0244136672258305,382,0.000951315056881408
,381,0.562814069424338,381,-0.0243782318512825,381,0.00104630179012598
,380,0.607925395181677,380,-0.0245981878914688,380,0.000985975931624086
,379,0.657266712762565,379,-0.0243775466083618,379,0.00119900906695478
,378,0.706533544195972,378,-0.0245339497351466,378,0.00111665362196301
,377,0.758362760333344,377,-0.0244986709708085,377,0.00111377289161802
,376,0.820056852963118,376,-0.0245660455386614,376,0.00114730473798877
,375,0.883884596521638,375,-0.0247212070356796,375,0.0011546239527089
,374,0.950657318922741,374,-0.024707610608591,374,0.0011850441384179
,373,1.02178242949211,373,-0.0248583701970231,373,0.00121627116984013
,372,1.09366587660177,372,-0.0248670728505145,372,0.00124882443078999
,371,1.1668678210886,371,-0.0247323088385187,371,0.00133974765805855
,370,1.24865279344625,370,-0.025006291594699,370,0.00135444463262705
,369,1.33135173556225,369,-0.0249661143615335,369,0.00140658914859482
,368,1.41129670968106,368,-0.0250100060903523,368,0.00148302541830388
,367,1.49540037588798,367,-0.0249114634480674,367,0.00150640311065328
,366,1.5856372591488,366,-0.0250859996522749,366,0.0014942985039579
,365,1.67862945949934,365,-0.0250013551763105,365,0.00155822814883864
,364,1.77884823251292,364,-0.0249863011975374,364,0.0015926776860647
,363,1.87289533570135,363,-0.0249535032226591,363,0.00165727143837379
,362,1.95687179666134,362,-0.0248256114544836,362,0.00167234296399274
,361,2.04436961678101,361,-0.0248712285504929,361,0.00154360221093033
,360,2.14974403418507,360,-0.0249809735280877,360,0.00169331404310238
,359,2.2620117329114,359,-0.0249459754691062,359,0.00175462192666027
,358,2.35507617707566,358,-0.0248926419976576,358,0.00171418218151973
,357,2.44336585703042,357,-0.0248191572018906,357,0.00168094436217471
,356,2.54690977160769,356,-0.0248676595399809,356,0.0017519968674812
,355,2.6352144803341,355,-0.0248593969236433,355,0.00173944358602183
,354,2.73304851654164,354,-0.0248481027973175,354,0.00170212375756543
,353,2.81247817185693,353,-0.0247683021595304,353,0.00172834605966385
,352,2.9114808620882,352,-0.0248388619300374,352,0.00175041144338513
,351,2.96972131457393,351,-0.0248046347828408,351,0.00182334694274505
,350,3.04048328315437,350,-0.0247460023013333,350,0.00180837415185358
,349,3.12282262913291,349,-0.0247923612487148,349,0.00190048059132659
,348,3.21494646830689,348,-0.0247377373700745,348,0.0019197986450146
,347,3.29354295617281,347,-0.0247360745838339,347,0.0019288989680439
,346,3.3099836927632,346,-0.024672883988785,346,0.00183221128617392
,345,3.38797681263537,345,-0.0245953015369144,345,0.00185225420770175
,344,3.41037073897037,344,-0.0246119345033073,344,0.00195302874765942
,343,3.47360787604603,343,-0.0245772980789153,343,0.00198891387345167
,342,3.48594936000913,342,-0.0245266593516374,342,0.00196961874887355
,341,3.56433343270213,341,-0.0244593765463217,341,0.00198022836087898
,340,3.5510693050277,340,-0.0245890884713447,340,0.00210444250962606
,339,3.62893103600977,339,-0.0245474537464044,339,0.00212397774114001
,338,3.55176400673891,338,-0.0244848718394797,338,0.00208311343343187
,337,3.63351891362508,337,-0.0244601595334554,337,0.0021044685213341
,336,3.60337460954517,336,-0.0244687722987589,336,0.00216052737174405
,335,3.63259602063542,335,-0.0244819847317174,335,0.00227287495983932
,334,3.57659111338532,334,-0.0243867483516442,334,0.00219726219940635
,333,3.54725098095394,333,-0.0242694115181935,333,0.00223850152587108
,332,3.53667176873326,332,-0.0242309287072832,332,0.00218412367819909
,331,3.47536805819578,331,-0.0242142811421352,331,0.00233798637745635
,330,3.44698377042078,330,-0.0241869581667898,330,0.00242138072316421
,329,3.43397896083503,329,-0.0240746123158292,329,0.0023938150899415
,328,3.41045581074195,328,-0.0239337716510953,328,0.00245847605052036
,327,3.33158514546793,327,-0.0238373368142613,327,0.00254056560644529
,326,3.28915339571568,326,-0.0236824964736503,326,0.00253137434561499
,325,3.21126579472655,325,-0.0234645775627643,325,0.00256308892348574
,324,3.15583299692691,324,-0.0231994360451091,324,0.00256152657477452
,323,3.10436132109617,323,-0.0229407131006126,323,0.00260894636161378
,322,3.02419690230211,322,-0.0225019064793481,322,0.00263061379757617
,321,2.93405639592303,321,-0.0220593099175936,321,0.00268700107465679
,320,2.85408546150664,320,-0.0214604303370795,320,0.00278103956245013
,319,2.76992515887878,319,-0.0207881821513012,319,0.00274284862405449
,318,2.67778288755114,318,-0.0198987850021371,318,0.002835335872659
,317,2.5910061537702,317,-0.0189750038989138,317,0.00290928773540716
,316,2.50583616824265,316,-0.0176982328697165,316,0.00300058536217493
,315,2.42494771700785,315,-0.0164059820048315,315,0.00299500739460343
,314,2.33524980562693,314,-0.0149913544105517,314,0.00300566815201895
,313,2.23729123569621,313,-0.01308393887114,313,0.00313458237490557
,312,2.15438133254458,312,-0.0111721960627919,312,0.00324819938724822
,311,2.07816223761972,311,-0.0091900137436748,311,0.00323096064981672
,310,2.00146783546312,310,-0.00693010331724889,310,0.00334113344569989
,309,1.93488943007303,309,-0.00444001885360807,309,0.00332884716840807
,308,1.87586198834695,308,-0.00182804547026136,308,0.00340888376918488
,307,1.8245517917271,307,0.00130191692130258,307,0.00349874686429169
,306,1.78402978652743,306,0.00433303323814303,306,0.00359859915974884
,305,1.74413626903156,305,0.00764986045449026,305,0.00368944136716249
,304,1.69707557788655,304,0.0116881033649288,304,0.00373821163195285
,303,1.64405517595584,303,0.0165535812029657,303,0.00386851880545159
,302,1.59200134007996,302,0.0217165887565932,302,0.00398373873375293
,301,1.54036066761304,301,0.027759261801556,301,0.00414273547843363
,300,1.49471194765272,300,0.0341221828199913,300,0.00419226237649449
,299,1.45811402031423,299,0.0407447614510821,299,0.00427193543262573
,298,1.42962875225791,298,0.0480293477802996,298,0.00436775588991232
,297,1.4067864905418,297,0.0564885508731308,297,0.00438781157782867
,296,1.38643165883592,296,0.0675995718661175,296,0.00454622391605489
,295,1.37099762071478,295,0.0796878502410755,295,0.00464126766493098
,294,1.35889143040985,294,0.0934965745479574,294,0.0047101893542937
,293,1.34444171578669,293,0.113276609531624,293,0.00486523771412479
,292,1.32593042487746,292,0.138477020136215,292,0.00498444063671967
,291,1.3059466033911,291,0.16753722310788,291,0.00498810652077208
,290,1.28266850869018,290,0.20445513850312,290,0.00506297587916666
,289,1.2594256878043,289,0.250850955463512,289,0.00516848004403915
,288,1.23914725942519,288,0.303955857848628,288,0.00528800206723094
,287,1.2236509209989,287,0.361069980569074,287,0.00534114517394075
,286,1.21129237410929,286,0.424815681085997,286,0.00537217453104221
,285,1.19911187094646,285,0.498663794959058,285,0.00537453327216507
,284,1.18739635591985,284,0.584122149211392,284,0.00548871166027865
,283,1.17782715179226,283,0.664628346289947,283,0.00550446727951785
,282,1.1695953435137,282,0.740469184480887,282,0.00547631204907216
,281,1.1619110474048,281,0.831263547691007,281,0.00556222529442354
,280,1.15715896751517,280,0.936001686603202,280,0.00564951923166914
,279,1.15510844781425,279,1.0498310517453,279,0.00572130273060112
,278,1.15795011737477,278,1.16601280043155,278,0.00577439395871348
,277,1.16518719589466,277,1.27675245716891,277,0.00579656094240268
,276,1.1768760958341,276,1.39204950999092,276,0.00584543723647222
,275,1.19448849890955,275,1.52212674493116,275,0.00584648670729443
,274,1.21673170671809,274,1.65140261585931,274,0.00600860792762181
,273,1.24242530888576,273,1.77056039978112,273,0.0059312398478863
,272,1.26966863318486,272,1.87146181127113,272,0.00591014185435088
,271,1.30124356857943,271,1.96713243348837,271,0.00593864013319394
,270,1.34546964558852,270,2.07680881089386,270,0.00601611451958857
,269,1.39184270761201,269,2.17767924921303,269,0.00610032322546947
,268,1.44159323219384,268,2.28009670999685,268,0.00610150457344951
,267,1.49175273338862,267,2.38423927027929,267,0.00610583621020268
,266,1.54348261699125,266,2.48713922870381,266,0.00603354291174425
,265,1.60187801227367,265,2.58603853268661,265,0.00600333239342015
,264,1.66237378904951,264,2.667327937209,264,0.00607016056219199
,263,1.72007996166717,263,2.73184357924032,263,0.00603246674076371
,262,1.78225139594001,262,2.79625837089503,262,0.00605042077135425
,261,1.83641780300506,261,2.84954899988223,261,0.00596874117478635
,260,1.87971073235076,260,2.8818917185266,260,0.00580498206944572
,259,1.93154075333386,259,2.91818387944553,259,0.00578601508835602
,258,1.99827059427395,258,2.94722179401607,258,0.00574915907755162
,257,2.06523320990891,257,2.96531614087963,257,0.00570994561788957
,256,2.1355395716912,256,2.97486233010611,256,0.00567996741447181
,255,2.19774638074831,255,2.97852416815825,255,0.00571558479377597
,254,2.25300185084108,254,2.97441813793168,254,0.00569014351049546
,253,2.2969399681443,253,2.96104999185941,253,0.00563236848202123
,252,2.33671236477362,252,2.93817155148101,252,0.00548299678491591
,251,2.38653632829497,251,2.90093967487898,251,0.0054648040586001
,250,2.4299373147006,250,2.84637253690432,250,0.00545714970988742
,249,2.46237562592037,249,2.78459776933848,249,0.00536963234662053
,248,2.48302641374953,248,2.72925377616231,248,0.00518930626333605
,247,2.49900675049728,247,2.67132176908905,247,0.00504946230168481
,246,2.51001678014782,246,2.57927022305164,246,0.00497509277244284
,245,2.49971576643193,245,2.45318810623691,245,0.00494047862365894
,244,2.47884085347423,244,2.33547751895514,244,0.00480754613890667
,243,2.43454824752273,243,2.24639205611386,243,0.00464113684448603
,242,2.36682783316701,242,2.15249008053928,242,0.00445117480995843
,241,2.2987908673785,241,2.03381222031357,241,0.00435933643775947
,240,2.2311855744633,240,1.90715884118844,240,0.00419717617092687
,239,2.18075302350058,239,1.78609755810543,239,0.00409266547509657
,238,2.13736477110063,238,1.66402208504273,238,0.00384133125564974
,237,2.10034570177005,237,1.55946363327461,237,0.00365764443308615
,236,2.06113824395261,236,1.46486180584973,236,0.00340742273426639
,235,2.01969706182843,235,1.37811715354692,235,0.00311069972402991
,234,1.97602765642852,234,1.30196424722327,234,0.00278455663220573
,233,1.92271346296521,233,1.22659005303867,233,0.00249695441149262
,232,1.87268376576523,232,1.17208712113682,232,0.00216471581767041
,231,1.82201525414734,231,1.13543241595323,231,0.0017856040218295
,230,1.77760452061041,230,1.11544059900474,230,0.00138428154006897
,229,1.74372904138472,229,1.11138987459983,229,0.000919614193843331
,228,1.69941730307267,228,1.12466669989866,228,0.000487084563908383
,227,1.64819228975819,227,1.16762246436722,227,-3.61870760492005E-05
,226,1.60505305036059,226,1.23854550333133,226,-0.000607170819215434
,225,1.56480289403718,225,1.34495587778199,225,-0.00110036342103864
,224,1.52921788972965,224,1.48198740210597,224,-0.00170259531647087
,223,1.49868955297957,223,1.64725929777343,223,-0.0023618731613603
,222,1.47358249979352,222,1.8323778475595,222,-0.00292564404870501
,221,1.45361888044425,221,2.06400973006307,221,-0.00370068830427284
,220,1.44206908455141,220,2.32067491807897,220,-0.00455433216476607
,219,1.43910305864713,219,2.59567522944357,219,-0.0052790165744556
,218,1.44542668705421,218,2.89971102171631,218,-0.00627063599978353
,217,1.4628477097572,217,3.16038725830034,217,-0.00723066916435826
,216,1.49751470666332,216,3.34319448454295,216,-0.00822323237761789
,215,1.55534893535669,215,3.42844088422783,215,-0.00936905722343643
,214,1.63220758550446,214,3.47883135147159,214,-0.0106859717319439
,213,1.73164494064291,213,3.52333293555261,213,-0.0117872863438131
,212,1.86281271445075,212,3.5067555363142,212,-0.013191781035241
,211,2.03775253029278,211,3.57991956433069,211,-0.014686604194405
,210,2.25411597450758,210,3.49505670032238,210,-0.0162461249257943
,209,2.49715408219004,209,3.44690654978761,209,-0.017854326817758
,208,2.78231724009551,208,3.58847203899562,208,-0.019454120274444
,207,3.05830117294293,207,3.60021698363749,207,-0.0212793531797236
,206,3.35762008265873,206,3.51278664458121,206,-0.022991684383634
,205,3.49715862491916,205,3.43679017270434,205,-0.0245742648141588
,204,3.77211058678814,204,3.44869807638942,204,-0.0259271001002435
,203,4.10257088104946,203,3.48570837964394,203,-0.0275569610199178
,202,10,202,3.48057216807388,202,-0.0293683638900594
,201,3.98635435261554,201,3.49484268592659,201,-0.0320282928738321
,200,4.46019246813315,200,3.35977214316023,200,-0.0356708435356176

